match_id,season,round,round_number,match_date,home_team,away_team,venue,home_state,away_state,is_interstate,home_rest_days,away_rest_days,home_goals,home_behinds,home_score,away_goals,away_behinds,away_score,score_margin,home_win,target_home_win,target_score_margin,target_total_points,feat_home_win_pct_last3,feat_home_win_pct_last5,feat_home_win_pct_last10,feat_away_win_pct_last3,feat_away_win_pct_last5,feat_away_win_pct_last10,feat_home_avg_score_last3,feat_home_avg_score_last5,feat_home_avg_score_last10,feat_away_avg_score_last3,feat_away_avg_score_last5,feat_away_avg_score_last10,feat_home_avg_conceded_last3,feat_home_avg_conceded_last5,feat_home_avg_conceded_last10,feat_away_avg_conceded_last3,feat_away_avg_conceded_last5,feat_away_avg_conceded_last10,feat_home_win_streak,feat_away_win_streak,feat_home_loss_streak,feat_away_loss_streak,feat_h2h_home_win_rate,feat_venue_home_win_rate,feat_prev_meeting_margin,feat_form_diff_last5,feat_offense_diff_last5,feat_rest_days_diff,enc_home_team,enc_away_team,enc_venue,enc_home_state,enc_away_state
M10011,1983,Round 2,2,1983-06-03,Fremantle Dockers,Carlton Blues,Optus Stadium,WA,VIC,1,7,8,14,3,87,13,1,79,8,1,1,8,166,0.0,0.0,0.0,0.0,0.0,0.0,88.0,88.0,88.0,85.0,85.0,85.0,104.0,104.0,104.0,102.0,102.0,102.0,0,0,1,1,0.5,0.5,0.0,0.0,3.0,-1,5,2,7,4,3
M10012,1983,Round 2,2,1983-06-05,North Melbourne Kangaroos,Essendon Bombers,Marvel Stadium,VIC,VIC,0,8,9,16,4,100,15,4,94,6,1,1,6,194,1.0,1.0,1.0,1.0,1.0,1.0,102.0,102.0,102.0,99.0,99.0,99.0,85.0,85.0,85.0,78.0,78.0,78.0,1,1,0,0,0.5,1.0,0.0,0.0,3.0,-1,11,4,6,3,3
M10013,1983,Round 2,2,1983-06-07,West Coast Eagles,St Kilda Saints,Optus Stadium,WA,VIC,1,7,6,14,8,92,12,8,80,12,1,1,12,172,0.0,0.0,0.0,0.0,0.0,0.0,88.0,88.0,88.0,91.0,91.0,91.0,89.0,89.0,89.0,96.0,96.0,96.0,0,0,1,1,0.5,0.0,0.0,0.0,-3.0,1,16,14,7,4,3
M10014,1983,Round 2,2,1983-06-09,Gold Coast Suns,Adelaide Crows,Heritage Bank Stadium,QLD,SA,1,6,7,15,4,94,11,5,71,23,1,1,23,165,1.0,1.0,1.0,1.0,1.0,1.0,102.0,102.0,102.0,100.0,100.0,100.0,92.0,92.0,92.0,88.0,88.0,88.0,1,1,0,0,0.5,1.0,0.0,0.0,2.0,-1,8,0,4,1,2
M10015,1983,Round 2,2,1983-06-11,Geelong Cats,Hawthorn Hawks,GMHBA Stadium,VIC,VIC,0,7,6,12,6,78,12,5,77,1,1,1,1,155,1.0,1.0,1.0,1.0,1.0,1.0,96.0,96.0,96.0,97.0,97.0,97.0,91.0,91.0,91.0,73.0,73.0,73.0,1,1,0,0,0.5,0.5,0.0,0.0,-1.0,1,7,9,2,3,3
M10016,1983,Round 2,2,1983-06-13,Richmond Tigers,Sydney Swans,MCG,VIC,NSW,1,8,6,16,5,101,14,3,87,14,1,1,14,188,1.0,1.0,1.0,1.0,1.0,1.0,103.0,103.0,103.0,89.0,89.0,89.0,94.0,94.0,94.0,88.0,88.0,88.0,1,1,0,0,0.5,0.5,0.0,0.0,14.0,2,13,15,5,3,0
M10017,1983,Round 2,2,1983-06-15,Western Bulldogs,GWS Giants,Marvel Stadium,VIC,NSW,1,7,6,16,6,102,14,4,88,14,1,1,14,190,0.0,0.0,0.0,1.0,1.0,1.0,73.0,73.0,73.0,104.0,104.0,104.0,97.0,97.0,97.0,88.0,88.0,88.0,0,1,1,0,0.5,0.5,0.0,-1.0,-31.0,1,17,6,6,3,0
M10018,1983,Round 2,2,1983-06-17,Collingwood Magpies,Melbourne Demons,MCG,VIC,VIC,0,6,7,15,7,97,15,7,97,0,0,0,0,194,0.0,0.0,0.0,0.0,0.0,0.0,94.0,94.0,94.0,92.0,92.0,92.0,103.0,103.0,103.0,102.0,102.0,102.0,0,0,1,1,0.5,0.0,0.0,0.0,2.0,-1,3,10,5,3,3
M10019,1983,Round 3,3,1983-07-01,Hawthorn Hawks,North Melbourne Kangaroos,MCG,VIC,VIC,0,9,7,14,6,90,15,3,93,-3,0,0,-3,183,0.5,0.5,0.5,1.0,1.0,1.0,87.0,87.0,87.0,101.0,101.0,101.0,75.5,75.5,75.5,89.5,89.5,89.5,0,2,1,0,0.5,1.0,0.0,-0.5,-14.0,2,9,11,5,3,3
M10020,1983,Round 3,3,1983-07-03,Adelaide Crows,Geelong Cats,Adelaide Oval,SA,VIC,1,7,6,13,1,79,16,2,98,-19,0,0,-19,177,0.5,0.5,0.5,1.0,1.0,1.0,85.5,85.5,85.5,87.0,87.0,87.0,91.0,91.0,91.0,84.0,84.0,84.0,0,2,1,0,0.5,1.0,0.0,-0.5,-1.5,1,0,7,0,2,3
M10021,1983,Round 3,3,1983-07-05,Essendon Bombers,Western Bulldogs,Marvel Stadium,VIC,VIC,0,7,7,16,7,103,16,3,99,4,1,1,4,202,0.5,0.5,0.5,0.5,0.5,0.5,96.5,96.5,96.5,87.5,87.5,87.5,89.0,89.0,89.0,92.5,92.5,92.5,0,1,1,0,0.5,1.0,0.0,0.0,9.0,0,4,17,6,3,3
M10022,1983,Round 3,3,1983-07-07,GWS Giants,Melbourne Demons,GIANTS Stadium,NSW,VIC,1,6,7,18,1,109,14,5,89,20,1,1,20,198,0.5,0.5,0.5,0.0,0.0,0.0,96.0,96.0,96.0,94.5,94.5,94.5,95.0,95.0,95.0,99.5,99.5,99.5,0,0,1,2,0.5,1.0,0.0,0.5,1.5,-1,6,10,1,0,3
M10023,1983,Round 3,3,1983-07-09,Sydney Swans,Richmond Tigers,SCG,NSW,VIC,1,9,7,16,6,102,15,3,93,9,1,1,9,195,0.5,0.5,0.5,1.0,1.0,1.0,88.0,88.0,88.0,102.0,102.0,102.0,94.5,94.5,94.5,90.5,90.5,90.5,0,2,1,0,0.0,0.5,-14.0,-0.5,-14.0,2,15,13,8,0,3
M10024,1983,Round 3,3,1983-07-11,Brisbane Lions,Collingwood Magpies,Gabba,QLD,VIC,1,7,6,14,9,93,14,2,86,7,1,1,7,179,0.0,0.0,0.0,0.0,0.0,0.0,85.5,85.5,85.5,95.5,95.5,95.5,99.5,99.5,99.5,100.0,100.0,100.0,0,0,2,2,0.5,0.5,0.0,0.0,-10.0,1,1,3,3,1,3
M10025,1983,Round 3,3,1983-07-13,St Kilda Saints,Port Adelaide Power,Marvel Stadium,VIC,SA,1,9,7,15,2,92,14,8,92,0,0,0,0,184,0.0,0.0,0.0,0.5,0.5,0.5,85.5,85.5,85.5,88.5,88.5,88.5,94.0,94.0,94.0,91.0,91.0,91.0,0,1,2,0,0.5,0.0,0.0,-0.5,-3.0,2,14,12,6,3,2
M10026,1983,Round 3,3,1983-07-15,Gold Coast Suns,Carlton Blues,Heritage Bank Stadium,QLD,VIC,1,7,8,15,7,97,15,5,95,2,1,1,2,192,1.0,1.0,1.0,0.0,0.0,0.0,98.0,98.0,98.0,82.0,82.0,82.0,81.5,81.5,81.5,94.5,94.5,94.5,2,0,0,2,0.5,1.0,0.0,1.0,16.0,-1,8,2,4,1,3
M10027,1983,Round 3,3,1983-07-17,West Coast Eagles,Fremantle Dockers,Optus Stadium,WA,WA,0,9,8,14,6,90,13,4,82,8,1,1,8,172,0.5,0.5,0.5,0.5,0.5,0.5,90.0,90.0,90.0,87.5,87.5,87.5,84.5,84.5,84.5,91.5,91.5,91.5,1,1,0,0,0.5,0.5,0.0,0.0,2.5,1,16,5,7,4,4
M10028,1983,Round 4,4,1983-08-01,West Coast Eagles,Essendon Bombers,Optus Stadium,WA,VIC,1,7,7,16,9,105,15,1,91,14,1,1,14,196,0.667,0.667,0.667,0.667,0.667,0.667,90.0,90.0,90.0,98.7,98.7,98.7,83.7,83.7,83.7,92.3,92.3,92.3,2,1,0,0,0.5,0.667,0.0,0.0,-8.700000000000003,0,16,4,7,4,3
M10029,1983,Round 4,4,1983-08-03,Geelong Cats,St Kilda Saints,GMHBA Stadium,VIC,VIC,0,7,7,14,6,90,11,6,72,18,1,1,18,162,1.0,1.0,1.0,0.0,0.0,0.0,90.7,90.7,90.7,87.7,87.7,87.7,82.3,82.3,82.3,93.3,93.3,93.3,3,0,0,3,1.0,1.0,5.0,1.0,3.0,0,7,14,2,3,3
M10030,1983,Round 4,4,1983-08-05,GWS Giants,Port Adelaide Power,GIANTS Stadium,NSW,SA,1,7,6,12,7,79,13,4,82,-3,0,0,-3,161,0.667,0.667,0.667,0.333,0.333,0.333,100.3,100.3,100.3,89.7,89.7,89.7,93.0,93.0,93.0,91.3,91.3,91.3,1,0,0,1,0.5,1.0,0.0,0.334,10.599999999999994,1,6,12,1,0,2
M10031,1983,Round 4,4,1983-08-07,Brisbane Lions,Melbourne Demons,Gabba,QLD,VIC,1,7,9,14,6,90,9,5,59,31,1,1,31,149,0.333,0.333,0.333,0.0,0.0,0.0,88.0,88.0,88.0,92.7,92.7,92.7,95.0,95.0,95.0,102.7,102.7,102.7,1,0,0,3,0.5,1.0,0.0,0.333,-4.700000000000003,-2,1,10,3,1,3
M10032,1983,Round 4,4,1983-08-09,Gold Coast Suns,Collingwood Magpies,Heritage Bank Stadium,QLD,VIC,1,8,6,17,4,106,15,8,98,8,1,1,8,204,1.0,1.0,1.0,0.0,0.0,0.0,97.7,97.7,97.7,92.3,92.3,92.3,86.0,86.0,86.0,97.7,97.7,97.7,3,0,0,3,0.5,1.0,0.0,1.0,5.400000000000006,2,8,3,4,1,3
M10033,1983,Round 4,4,1983-08-11,Western Bulldogs,Richmond Tigers,Marvel Stadium,VIC,VIC,0,8,7,15,7,97,15,4,94,3,1,1,3,191,0.333,0.333,0.333,0.667,0.667,0.667,91.3,91.3,91.3,99.0,99.0,99.0,96.0,96.0,96.0,94.3,94.3,94.3,0,0,1,1,0.5,1.0,0.0,-0.334,-7.700000000000003,1,17,13,6,3,3
M10034,1983,Round 4,4,1983-08-13,Sydney Swans,North Melbourne Kangaroos,SCG,NSW,VIC,1,7,8,14,0,84,13,5,83,1,1,1,1,167,0.667,0.667,0.667,1.0,1.0,1.0,92.7,92.7,92.7,98.3,98.3,98.3,94.0,94.0,94.0,89.7,89.7,89.7,1,3,0,0,0.5,1.0,0.0,-0.33299999999999996,-5.599999999999994,-1,15,11,8,0,3
M10035,1983,Round 4,4,1983-08-15,Adelaide Crows,Carlton Blues,Adelaide Oval,SA,VIC,1,7,6,15,6,96,11,7,73,23,1,1,23,169,0.333,0.333,0.333,0.0,0.0,0.0,83.3,83.3,83.3,86.3,86.3,86.3,93.3,93.3,93.3,95.3,95.3,95.3,0,0,2,3,0.5,0.5,0.0,0.333,-3.0,1,0,2,0,2,3
M10036,1983,Round 4,4,1983-08-17,Fremantle Dockers,Hawthorn Hawks,Optus Stadium,WA,VIC,1,6,8,16,8,104,14,4,88,16,1,1,16,192,0.333,0.333,0.333,0.333,0.333,0.333,85.7,85.7,85.7,88.0,88.0,88.0,91.0,91.0,91.0,81.3,81.3,81.3,0,0,1,2,0.5,1.0,0.0,0.0,-2.299999999999997,-2,5,9,7,4,3
M10037,1983,Round 5,5,1983-09-01,Melbourne Demons,Hawthorn Hawks,MCG,VIC,VIC,0,9,8,15,2,92,14,5,89,3,1,1,3,181,0.0,0.0,0.0,0.0,0.25,0.25,81.7,84.2,84.2,85.0,88.0,88.0,98.7,99.5,99.5,91.7,87.0,87.0,0,0,4,3,0.5,0.5,0.0,-0.25,-3.799999999999997,1,10,9,5,3,3
M10038,1983,Round 5,5,1983-09-03,Western Bulldogs,Geelong Cats,Marvel Stadium,VIC,VIC,0,7,7,15,5,95,14,5,89,6,1,1,6,184,0.667,0.5,0.5,1.0,1.0,1.0,99.3,92.8,92.8,88.7,90.5,90.5,95.0,95.5,95.5,76.0,79.8,79.8,1,4,0,0,0.5,1.0,0.0,-0.5,2.299999999999997,0,17,7,6,3,3
M10039,1983,Round 5,5,1983-09-05,Adelaide Crows,Brisbane Lions,Adelaide Oval,SA,QLD,1,7,7,17,5,107,14,4,88,19,1,1,19,195,0.333,0.5,0.5,0.667,0.5,0.5,82.0,86.5,86.5,88.7,88.5,88.5,88.3,88.2,88.2,81.3,86.0,86.0,1,2,0,0,1.0,0.667,12.0,0.0,-2.0,0,0,1,0,2,1
M10040,1983,Round 5,5,1983-09-07,Essendon Bombers,Collingwood Magpies,Marvel Stadium,VIC,VIC,0,7,8,16,5,101,14,8,92,9,1,1,9,193,0.333,0.5,0.5,0.0,0.0,0.0,96.0,96.8,96.8,93.7,93.8,93.8,101.3,95.5,95.5,98.7,99.8,99.8,0,0,1,4,0.5,1.0,0.0,0.5,3.0,-1,4,3,6,3,3
M10041,1983,Round 5,5,1983-09-09,North Melbourne Kangaroos,St Kilda Saints,Marvel Stadium,VIC,VIC,0,7,9,16,4,100,13,2,80,20,1,1,20,180,0.667,0.75,0.75,0.0,0.0,0.0,92.0,94.5,94.5,81.3,83.8,83.8,89.3,88.2,88.2,91.3,92.5,92.5,0,0,1,4,0.5,1.0,0.0,0.75,10.700000000000003,-2,11,14,6,3,3
M10042,1983,Round 5,5,1983-09-11,West Coast Eagles,Fremantle Dockers,Optus Stadium,WA,WA,0,7,6,15,7,97,13,2,80,17,1,1,17,177,1.0,0.75,0.75,0.667,0.5,0.5,95.7,93.8,93.8,91.0,90.2,90.2,84.3,85.5,85.5,85.7,90.2,90.2,3,1,0,0,1.0,0.75,8.0,0.25,3.5999999999999943,1,16,5,7,4,4
M10043,1983,Round 5,5,1983-09-13,Richmond Tigers,Sydney Swans,MCG,VIC,NSW,1,8,8,14,4,88,15,3,93,-5,0,0,-5,181,0.333,0.5,0.5,0.667,0.75,0.75,96.0,97.8,97.8,91.0,90.5,90.5,95.3,95.0,95.0,92.3,91.2,91.2,0,2,2,0,0.5,1.0,-9.0,-0.25,7.299999999999997,0,13,15,5,3,0
M10044,1983,Round 5,5,1983-09-15,Gold Coast Suns,Port Adelaide Power,Heritage Bank Stadium,QLD,SA,1,7,7,14,6,90,16,0,96,-6,0,0,-6,186,1.0,1.0,1.0,0.667,0.5,0.5,99.0,99.8,99.8,91.0,87.8,87.8,88.0,89.0,89.0,84.7,88.2,88.2,4,1,0,0,0.5,1.0,0.0,0.5,12.0,0,8,12,4,1,2
M10045,1983,Round 5,5,1983-09-17,GWS Giants,Carlton Blues,GIANTS Stadium,NSW,VIC,1,8,6,14,2,86,14,5,89,-3,0,0,-3,175,0.333,0.5,0.5,0.0,0.0,0.0,92.0,95.0,95.0,82.3,83.0,83.0,91.0,90.2,90.2,93.3,95.5,95.5,0,0,1,4,0.5,0.667,0.0,0.5,12.0,2,6,2,1,0,3
M10046,1983,Round 6,6,1983-04-01,West Coast Eagles,St Kilda Saints,Optus Stadium,WA,VIC,1,7,8,16,6,102,15,3,93,9,1,1,9,195,1.0,0.8,0.8,0.0,0.0,0.0,97.3,94.4,94.4,81.3,83.0,83.0,84.3,84.4,84.4,94.0,94.0,94.0,4,0,0,5,1.0,0.8,12.0,0.8,11.400000000000006,-1,16,14,7,4,3
M10047,1983,Round 6,6,1983-04-03,Melbourne Demons,Collingwood Magpies,MCG,VIC,VIC,0,9,7,15,5,95,13,2,80,15,1,1,15,175,0.333,0.2,0.2,0.0,0.0,0.0,80.0,85.8,85.8,92.0,93.4,93.4,96.0,97.4,97.4,100.0,100.0,100.0,1,0,0,5,1.0,1.0,0.0,0.2,-7.6000000000000085,2,10,3,5,3,3
M10048,1983,Round 6,6,1983-04-05,Brisbane Lions,Adelaide Crows,Gabba,QLD,SA,1,7,7,16,2,98,11,3,69,29,1,1,29,167,0.667,0.4,0.4,0.667,0.6,0.6,90.3,88.4,88.4,94.0,90.6,90.6,84.0,90.2,90.2,86.3,88.2,88.2,0,2,1,0,0.0,1.0,-19.0,-0.19999999999999996,-2.1999999999999886,0,1,0,3,1,2
M10049,1983,Round 6,6,1983-04-07,Hawthorn Hawks,Gold Coast Suns,MCG,VIC,QLD,1,7,7,16,7,103,13,3,81,22,1,1,22,184,0.0,0.2,0.2,0.667,0.8,0.8,89.0,88.2,88.2,97.7,97.8,97.8,96.3,88.0,88.0,96.3,90.4,90.4,0,0,4,1,0.5,0.5,0.0,-0.6000000000000001,-9.599999999999994,0,9,8,5,3,1
M10050,1983,Round 6,6,1983-04-09,Carlton Blues,Essendon Bombers,Marvel Stadium,VIC,VIC,0,6,8,16,7,103,11,3,69,34,1,1,34,172,0.333,0.2,0.2,0.667,0.6,0.6,85.7,84.2,84.2,98.3,97.6,97.6,93.0,93.6,93.6,98.7,94.8,94.8,1,1,0,0,0.5,0.5,0.0,-0.39999999999999997,-13.399999999999991,-2,2,4,6,3,3
M10051,1983,Round 6,6,1983-04-11,Sydney Swans,Port Adelaide Power,SCG,NSW,SA,1,7,7,13,6,84,10,5,65,19,1,1,19,149,1.0,0.8,0.8,0.667,0.6,0.6,93.0,91.0,91.0,90.0,89.4,89.4,88.0,90.6,90.6,87.0,88.6,88.6,3,2,0,0,0.5,1.0,0.0,0.20000000000000007,1.5999999999999943,0,15,12,8,0,2
M10052,1983,Round 6,6,1983-04-13,Western Bulldogs,North Melbourne Kangaroos,Marvel Stadium,VIC,VIC,0,6,7,16,0,96,13,7,85,11,1,1,11,181,0.667,0.6,0.6,0.667,0.8,0.8,97.0,93.2,93.2,92.0,95.6,95.6,95.3,94.2,94.2,84.7,86.6,86.6,2,1,0,0,0.5,1.0,0.0,-0.20000000000000007,-2.3999999999999915,-1,17,11,6,3,3
M10053,1983,Round 6,6,1983-04-15,Richmond Tigers,Fremantle Dockers,MCG,VIC,WA,1,9,7,12,5,77,14,7,91,-14,0,0,-14,168,0.0,0.4,0.4,0.333,0.4,0.4,91.7,95.8,95.8,88.7,88.2,88.2,97.3,94.6,94.6,91.7,91.6,91.6,0,0,3,1,0.5,0.5,0.0,0.0,7.599999999999994,2,13,5,5,3,4
M10054,1983,Round 6,6,1983-04-17,Geelong Cats,GWS Giants,GMHBA Stadium,VIC,NSW,1,9,9,15,4,94,10,9,69,25,1,1,25,163,0.667,0.8,0.8,0.333,0.4,0.4,92.3,90.2,90.2,91.3,93.2,93.2,82.0,82.8,82.8,86.7,90.0,90.0,0,0,1,2,0.5,1.0,0.0,0.4,-3.0,0,7,6,2,3,0
M10055,1983,Round 7,7,1983-05-01,Western Bulldogs,Hawthorn Hawks,Marvel Stadium,VIC,VIC,0,7,8,16,4,100,16,5,101,-1,0,0,-1,201,1.0,0.8,0.667,0.333,0.2,0.333,96.0,97.8,93.7,93.3,89.4,90.7,89.3,91.8,92.7,92.3,89.6,86.8,3,1,0,0,0.0,1.0,-24.0,0.6000000000000001,8.399999999999991,-1,17,9,6,3,3
M10056,1983,Round 7,7,1983-05-03,North Melbourne Kangaroos,Sydney Swans,Marvel Stadium,VIC,NSW,1,8,6,15,2,92,16,0,96,-4,0,0,-4,188,0.333,0.6,0.667,1.0,0.8,0.833,89.3,92.2,93.8,87.0,90.0,89.8,86.7,88.8,88.2,78.7,86.0,86.3,0,4,1,0,0.0,1.0,-1.0,-0.20000000000000007,2.200000000000003,2,11,15,6,3,0
M10057,1983,Round 7,7,1983-05-05,West Coast Eagles,Adelaide Crows,Optus Stadium,WA,SA,1,7,6,15,1,91,13,7,85,6,1,1,6,176,1.0,1.0,0.833,0.667,0.4,0.5,101.3,97.2,95.7,90.7,84.4,87.0,88.0,85.2,85.8,86.3,90.2,89.8,5,0,0,1,0.5,0.833,0.0,0.6,12.799999999999997,1,16,0,7,4,2
M10058,1983,Round 7,7,1983-05-07,Melbourne Demons,Richmond Tigers,MCG,VIC,VIC,0,6,7,11,7,73,14,7,91,-18,0,0,-18,164,0.667,0.4,0.333,0.0,0.2,0.333,82.0,86.4,87.3,86.3,90.6,92.7,86.3,93.0,94.5,93.7,94.0,94.0,2,0,0,4,0.5,1.0,0.0,0.2,-4.199999999999989,-1,10,13,5,3,3
M10059,1983,Round 7,7,1983-05-09,Geelong Cats,Carlton Blues,GMHBA Stadium,VIC,VIC,0,8,8,16,4,100,13,3,81,19,1,1,19,181,0.667,0.8,0.833,0.667,0.4,0.333,91.0,89.8,90.8,88.3,87.8,87.3,78.7,78.4,80.5,83.7,87.0,89.5,1,2,0,0,0.5,1.0,0.0,0.4,2.0,0,7,2,2,3,3
M10060,1983,Round 7,7,1983-05-11,Brisbane Lions,St Kilda Saints,Gabba,QLD,VIC,1,7,8,16,4,100,14,6,90,10,1,1,10,190,0.667,0.6,0.5,0.0,0.0,0.0,92.0,90.4,90.0,81.7,83.4,84.7,78.3,84.0,86.7,97.3,95.2,95.3,1,0,0,6,0.5,1.0,0.0,0.6,7.0,-1,1,14,3,1,3
M10061,1983,Round 7,7,1983-05-13,Port Adelaide Power,Fremantle Dockers,Adelaide Oval,SA,WA,1,7,7,15,6,96,13,5,83,13,1,1,13,179,0.667,0.6,0.5,0.667,0.6,0.5,81.0,86.8,85.3,91.7,88.8,88.7,84.3,85.6,87.8,87.3,86.2,89.2,0,1,1,0,0.5,1.0,0.0,0.0,-2.0,0,12,5,0,2,4
M10062,1983,Round 7,7,1983-05-15,GWS Giants,Essendon Bombers,GIANTS Stadium,NSW,VIC,1,9,9,17,5,107,13,9,87,20,1,1,20,194,0.0,0.2,0.333,0.333,0.4,0.5,78.0,86.2,89.2,87.0,91.6,92.8,88.3,91.2,90.7,100.0,99.8,96.2,0,0,3,1,0.5,0.5,0.0,-0.2,-5.3999999999999915,0,6,4,1,0,3
M10063,1983,Round 7,7,1983-05-17,Collingwood Magpies,Gold Coast Suns,MCG,VIC,QLD,1,9,7,16,2,98,14,4,88,10,1,1,10,186,0.0,0.0,0.0,0.333,0.6,0.667,90.0,90.6,91.2,92.3,93.6,95.0,100.7,98.4,99.2,99.0,92.6,92.5,0,0,6,2,0.0,0.0,-8.0,-0.6,-3.0,2,3,8,5,3,1
M10064,1983,Round 8,8,1983-06-01,Brisbane Lions,Port Adelaide Power,Gabba,QLD,SA,1,7,8,14,5,89,12,6,78,11,1,1,11,167,0.667,0.8,0.571,0.667,0.6,0.571,95.3,93.8,91.4,85.7,86.2,86.9,88.7,82.2,87.1,85.7,85.6,87.1,2,1,0,0,0.0,1.0,-16.0,0.20000000000000007,7.599999999999994,-1,1,12,3,1,2
M10065,1983,Round 8,8,1983-06-03,Essendon Bombers,Gold Coast Suns,Marvel Stadium,VIC,QLD,1,9,7,14,4,88,16,3,99,-11,0,0,-11,187,0.333,0.4,0.429,0.0,0.4,0.571,85.7,90.2,92.0,86.3,92.4,94.0,100.7,101.2,97.7,99.0,98.0,93.3,0,0,2,3,0.5,1.0,0.0,0.0,-2.200000000000003,2,4,8,6,3,1
